Date;Tmin;Tmax;Tmoy;;;;;;;;
10/06/2010;14.6;17.2;15.9;;;;;;;;
11/06/2010;13;19.1;16.1;;;;;;;;
12/06/2010;10.8;18;14.4;;;;;;;;
13/06/2010;6.8;19.7;13.3;;;;;;;;
14/06/2010;10.7;20.1;15.4;;;;;;;;
15/06/2010;12.4;17.4;14.9;;;;;;;;
16/06/2010;10.5;18;14.3;;;;;;;;
17/06/2010;12.5;18.3;15.4;;;;;;;;
18/06/2010;11.8;17.1;14.5;;;;;;;;
19/06/2010;10.1;15.1;12.6;;;;;;;;
20/06/2010;9.7;15.5;12.6;;;;;;;;
21/06/2010;7.5;19.2;13.4;;;;;;;;
22/06/2010;7.7;21;14.4;;;;;;;;
23/06/2010;9.2;22.3;15.8;;;;;;;;
24/06/2010;9.5;21.9;15.7;;;;;;;;
25/06/2010;10.7;22.3;16.5;;;;;;;;
26/06/2010;10.4;24.2;17.3;;;;;;;;
27/06/2010;11.3;27.1;19.2;;;;;;;;
28/06/2010;12.6;24.4;18.5;;;;;;;;
29/06/2010;11.3;24.7;18;;;;;;;;
30/06/2010;15;24.2;19.6;;;;;;;;
01/07/2010;11.1;29.1;20.1;;;;;;;;
02/07/2010;17.9;28.5;23.2;;;;;;;;
03/07/2010;14.6;21.3;18;;;;;;;;
04/07/2010;10.7;22.5;16.6;;;;;;;;
05/07/2010;14.4;20.8;17.6;;;;;;;;
06/07/2010;10.7;22.5;16.6;;;;;;;;
07/07/2010;9.4;24.3;16.9;;;;;;;;
08/07/2010;10.5;24.3;17.4;;;;;;;;
09/07/2010;14.3;26.8;20.6;;;;;;;;
10/07/2010;12.3;23.7;18;;;;;;;;
11/07/2010;12.9;25.6;19.3;;;;;;;;
12/07/2010;15.2;23.1;19.2;;;;;;;;
13/07/2010;16.7;26.3;21.5;;;;;;;;
14/07/2010;15.1;23.6;19.4;;;;;;;;
15/07/2010;14.3;18.1;16.2;;;;;;;;
16/07/2010;14.2;22.9;18.6;;;;;;;;
17/07/2010;13.1;21.5;17.3;;;;;;;;
18/07/2010;9.6;23.4;16.5;;;;;;;;
19/07/2010;10.3;27.8;19.1;;;;;;;;
20/07/2010;12.6;30.9;21.8;;;;;;;;
21/07/2010;13.7;19.8;16.8;;;;;;;;
22/07/2010;13.4;23.5;18.5;;;;;;;;
23/07/2010;10.6;22.9;16.8;;;;;;;;
24/07/2010;11.8;23.9;17.9;;;;;;;;
25/07/2010;13.9;23.1;18.5;;;;;;;;
26/07/2010;15.2;23.8;19.5;;;;;;;;
27/07/2010;16.9;24.4;20.7;;;;;;;;
28/07/2010;16.3;23.8;20.1;;;;;;;;
29/07/2010;14.9;22.1;18.5;;;;;;;;
30/07/2010;13.9;23;18.5;;;;;;;;
31/07/2010;14.8;24.7;19.8;;;;;;;;
01/08/2010;13;21.7;17.4;;;;;;;;
02/08/2010;13.5;22.9;18.2;;;;;;;;
03/08/2010;13;19.6;16.3;;;;;;;;
04/08/2010;14;22;18;;;;;;;;
05/08/2010;12.5;22.2;17.4;;;;;;;;
06/08/2010;12;22.6;17.3;;;;;;;;
07/08/2010;16.4;20;18.2;;;;;;;;
08/08/2010;13.3;22;17.7;;;;;;;;
09/08/2010;11.8;23.1;17.5;;;;;;;;
10/08/2010;11.9;20.2;16.1;;;;;;;;
11/08/2010;16.3;22.7;19.5;;;;;;;;
12/08/2010;12.1;22.5;17.3;;;;;;;;
13/08/2010;10.7;21.3;16;;;;;;;;
14/08/2010;12.2;20.2;16.2;;;;;;;;
15/08/2010;10.6;18.7;14.7;;;;;;;;
16/08/2010;14.2;22.2;18.2;;;;;;;;
17/08/2010;14.4;18.7;16.6;;;;;;;;
18/08/2010;13.7;21.9;17.8;;;;;;;;
19/08/2010;11.4;17.7;14.6;;;;;;;;
20/08/2010;13.4;29.4;21.4;;;;;;;;
21/08/2010;17.5;28;22.8;;;;;;;;
22/08/2010;17.5;24;20.8;;;;;;;;
23/08/2010;17.4;24.9;21.2;;;;;;;;
24/08/2010;12.4;21.6;17;;;;;;;;
25/08/2010;12.3;20.8;16.6;;;;;;;;
26/08/2010;18.8;22.8;20.8;;;;;;;;
27/08/2010;14.7;17.3;16;;;;;;;;
28/08/2010;11;20.2;15.6;;;;;;;;
29/08/2010;12.6;18.1;15.4;;;;;;;;
30/08/2010;11.8;18.2;15;;;;;;;;
31/08/2010;8.9;20.3;14.6;;;;;;;;
01/09/2010;8.5;20.6;14.6;;;;;;;;
02/09/2010;8.1;22.1;15.1;;;;;;;;
03/09/2010;7.7;23.4;15.6;;;;;;;;
04/09/2010;10.9;22.3;16.6;;;;;;;;
05/09/2010;11.7;16.1;13.9;;;;;;;;
06/09/2010;14.1;18.6;16.4;;;;;;;;
07/09/2010;12.1;22;17.1;;;;;;;;
08/09/2010;14.1;17.8;16;;;;;;;;
09/09/2010;12.6;20.8;16.7;;;;;;;;
10/09/2010;13;23.7;18.4;;;;;;;;
11/09/2010;12.6;22.9;17.8;;;;;;;;
12/09/2010;14.1;18.8;16.5;;;;;;;;
13/09/2010;10.9;19.4;15.2;;;;;;;;
14/09/2010;14.6;20.3;17.5;;;;;;;;
15/09/2010;12.8;15.6;14.2;;;;;;;;
16/09/2010;13.3;18.1;15.7;;;;;;;;
17/09/2010;9.1;17.1;13.1;;;;;;;;
18/09/2010;5.8;16.7;11.3;;;;;;;;
19/09/2010;8.1;18.8;13.5;;;;;;;;
20/09/2010;9.8;21;15.4;;;;;;;;
21/09/2010;10.9;23.7;17.3;;;;;;;;
22/09/2010;12.6;26.8;19.7;;;;;;;;
23/09/2010;12.9;22.2;17.6;;;;;;;;
24/09/2010;12.2;16.7;14.5;;;;;;;;
25/09/2010;9.9;13.7;11.8;;;;;;;;
26/09/2010;9.6;13.1;11.4;;;;;;;;
27/09/2010;7.7;16.4;12.1;;;;;;;;
28/09/2010;9.4;17.1;13.3;;;;;;;;
29/09/2010;11.4;18.9;15.2;;;;;;;;
30/09/2010;10.6;17.6;14.1;;;;;;;;
01/10/2010;10.4;15.3;12.9;;;;;;;;
02/10/2010;13.5;19.1;16.3;;;;;;;;
03/10/2010;14.9;19.6;17.3;;;;;;;;
04/10/2010;14;20.4;17.2;;;;;;;;
05/10/2010;11.1;18.1;14.6;;;;;;;;
06/10/2010;13.6;17.1;15.4;;;;;;;;
07/10/2010;8.2;19.9;14.1;;;;;;;;
08/10/2010;13;19.8;16.4;;;;;;;;
09/10/2010;11.4;21.9;16.7;;;;;;;;
10/10/2010;12.9;19.2;16.1;;;;;;;;
11/10/2010;7.2;11.4;9.3;;;;;;;;
12/10/2010;7.3;16;11.7;;;;;;;;
13/10/2010;6.9;14.5;10.7;;;;;;;;
14/10/2010;11.1;13.2;12.2;;;;;;;;
15/10/2010;10.2;12.9;11.6;;;;;;;;
16/10/2010;9.8;13.2;11.5;;;;;;;;
17/10/2010;2.2;11.8;7;;;;;;;;
18/10/2010;5.6;13.3;9.5;;;;;;;;
19/10/2010;9.2;13.4;11.3;;;;;;;;
20/10/2010;6.2;10.6;8.4;;;;;;;;
21/10/2010;0.7;11.9;6.3;;;;;;;;
22/10/2010;5.6;13.9;9.8;;;;;;;;
23/10/2010;6.3;11.9;9.1;;;;;;;;
24/10/2010;6.8;11.9;9.4;;;;;;;;
25/10/2010;4.6;12.4;8.5;;;;;;;;
26/10/2010;1.7;10.4;6.1;;;;;;;;
27/10/2010;8.1;12.3;10.2;;;;;;;;
28/10/2010;10.1;13.8;12;;;;;;;;
29/10/2010;7.6;13.6;10.6;;;;;;;;
30/10/2010;9.7;14.9;12.3;;;;;;;;
31/10/2010;9.1;16.5;12.8;;;;;;;;
01/11/2010;8.8;12.1;10.5;;;;;;;;
02/11/2010;7.8;14.8;11.3;;;;;;;;
03/11/2010;11.5;16.4;14;;;;;;;;
04/11/2010;14.1;16.3;15.2;;;;;;;;
05/11/2010;13.5;16.1;14.8;;;;;;;;
06/11/2010;10;12.9;11.5;;;;;;;;
07/11/2010;5.3;9;7.2;;;;;;;;
08/11/2010;3.2;7.4;5.3;;;;;;;;
09/11/2010;5.3;10.3;7.8;;;;;;;;
10/11/2010;6.4;8.6;7.5;;;;;;;;
11/11/2010;4;14.6;9.3;;;;;;;;
12/11/2010;9.9;14.7;12.3;;;;;;;;
13/11/2010;10.1;14.3;12.2;;;;;;;;
14/11/2010;8.4;13.4;10.9;;;;;;;;
15/11/2010;4.1;12.4;8.3;;;;;;;;
16/11/2010;2;12.3;7.2;;;;;;;;
17/11/2010;3.7;5.4;4.6;;;;;;;;
18/11/2010;4.5;8.9;6.7;;;;;;;;
19/11/2010;4.2;7.4;5.8;;;;;;;;
20/11/2010;6;10.2;8.1;;;;;;;;
21/11/2010;3.4;6.9;5.2;;;;;;;;
22/11/2010;3.3;5.8;4.6;;;;;;;;
23/11/2010;1.5;8;4.8;;;;;;;;
24/11/2010;2.9;8.2;5.6;;;;;;;;
25/11/2010;1.7;4.7;3.2;;;;;;;;
26/11/2010;1;6;3.5;;;;;;;;
27/11/2010;-1.9;0;-1;;;;;;;;
28/11/2010;-3.2;1.8;-0.7;;;;;;;;
29/11/2010;-4.7;2.7;-1;;;;;;;;
30/11/2010;-2.6;-1.1;-1.9;;;;;;;;
01/12/2010;-4.6;-2.6;-3.6;;;;;;;;
02/12/2010;-5;-0.9;-3;;;;;;;;
03/12/2010;-3.7;1;-1.4;;;;;;;;
04/12/2010;-3.6;5.3;0.9;;;;;;;;
05/12/2010;1.8;5.1;3.5;;;;;;;;
06/12/2010;-1.9;2.8;0.5;;;;;;;;
07/12/2010;-1.7;2.9;0.6;;;;;;;;
08/12/2010;-0.9;5.3;2.2;;;;;;;;
09/12/2010;1.3;5.8;3.6;;;;;;;;
10/12/2010;3.6;7.8;5.7;;;;;;;;
11/12/2010;6;6.7;6.4;;;;;;;;
12/12/2010;4.2;7.9;6.1;;;;;;;;
13/12/2010;-2.4;4.9;1.3;;;;;;;;
14/12/2010;-2.6;3.3;0.4;;;;;;;;
15/12/2010;-3;5.1;1.1;;;;;;;;
16/12/2010;3.8;7.6;5.7;;;;;;;;
17/12/2010;-0.9;2.2;0.7;;;;;;;;
18/12/2010;-3.5;1.3;-1.1;;;;;;;;
19/12/2010;-2.2;2.7;0.3;;;;;;;;
20/12/2010;-3.2;3.2;0;;;;;;;;
21/12/2010;-0.8;5.6;2.4;;;;;;;;
22/12/2010;-8.2;2.7;-2.8;;;;;;;;
23/12/2010;1.2;2.6;1.9;;;;;;;;
24/12/2010;1.4;3.1;2.3;;;;;;;;
25/12/2010;-0.4;4.9;2.3;;;;;;;;
26/12/2010;-2.5;3.6;0.6;;;;;;;;
27/12/2010;-0.8;1.6;0.4;;;;;;;;
28/12/2010;0.1;3.9;2;;;;;;;;
29/12/2010;2.5;7.1;4.8;;;;;;;;
30/12/2010;1.4;4.4;2.9;;;;;;;;
31/12/2010;-0.7;2.7;1;;;;;;;;
01/01/2011;-0.6;4.2;1.8;;;;;;;;
02/01/2011;-0.2;4.7;2.3;;;;;;;;
03/01/2011;-1.2;2.4;0.6;;;;;;;;
04/01/2011;0.8;1.9;1.4;;;;;;;;
05/01/2011;-0.7;7.1;3.2;;;;;;;;
06/01/2011;3.5;13.2;8.4;;;;;;;;
07/01/2011;5.8;12.9;9.4;;;;;;;;
08/01/2011;6.9;11.8;9.4;;;;;;;;
09/01/2011;3;8.1;5.6;;;;;;;;
10/01/2011;1.5;6.7;4.1;;;;;;;;
11/01/2011;2.1;9.4;5.8;;;;;;;;
12/01/2011;4.5;12.1;8.3;;;;;;;;
13/01/2011;11.6;12.8;12.2;;;;;;;;
14/01/2011;9.1;12.9;11;;;;;;;;
15/01/2011;7.9;11.4;9.7;;;;;;;;
16/01/2011;8.1;13.1;10.6;;;;;;;;
17/01/2011;7.8;11.9;9.9;;;;;;;;
18/01/2011;3.2;8;5.6;;;;;;;;
19/01/2011;1.7;6.9;4.3;;;;;;;;
20/01/2011;3;7.2;5.1;;;;;;;;
21/01/2011;-0.5;6.2;2.9;;;;;;;;
22/01/2011;0.7;5.9;3.3;;;;;;;;
23/01/2011;3.3;6.3;4.8;;;;;;;;
24/01/2011;5.1;7.3;6.2;;;;;;;;
25/01/2011;2.1;7.4;4.8;;;;;;;;
26/01/2011;5.9;8.7;7.3;;;;;;;;
27/01/2011;0.6;3.6;2.1;;;;;;;;
28/01/2011;-2.9;1.6;-0.7;;;;;;;;
29/01/2011;-2.4;1.9;-0.3;;;;;;;;
30/01/2011;-2.9;1;-1;;;;;;;;
31/01/2011;-3.6;-2.9;-3.3;;;;;;;;
01/02/2011;-2.7;5.2;1.3;;;;;;;;
02/02/2011;3.2;8.2;5.7;;;;;;;;
03/02/2011;4.3;9.8;7.1;;;;;;;;
04/02/2011;6.4;10.9;8.7;;;;;;;;
05/02/2011;9.9;11.8;10.9;;;;;;;;
06/02/2011;9.1;9.7;9.4;;;;;;;;
07/02/2011;4.3;11.7;8;;;;;;;;
08/02/2011;1.7;11.4;6.6;;;;;;;;
09/02/2011;5.8;10.1;8;;;;;;;;
10/02/2011;5.8;12.6;9.2;;;;;;;;
11/02/2011;10.4;16.7;13.6;;;;;;;;
12/02/2011;6.6;10.2;8.4;;;;;;;;
13/02/2011;4;8.6;6.3;;;;;;;;
14/02/2011;4.9;5.4;5.2;;;;;;;;
15/02/2011;3.4;7.5;5.5;;;;;;;;
16/02/2011;2.8;8.8;5.8;;;;;;;;
17/02/2011;1.8;11.1;6.5;;;;;;;;
18/02/2011;-1.2;8.8;3.8;;;;;;;;
19/02/2011;3.3;7.9;5.6;;;;;;;;
20/02/2011;5.7;6.7;6.2;;;;;;;;
21/02/2011;1.7;10.1;5.9;;;;;;;;
22/02/2011;1.8;8.1;5;;;;;;;;
23/02/2011;3.2;9.5;6.4;;;;;;;;
24/02/2011;7.2;11.5;9.4;;;;;;;;
25/02/2011;6.1;12.1;9.1;;;;;;;;
26/02/2011;7.7;10.1;8.9;;;;;;;;
27/02/2011;5.5;8.2;6.9;;;;;;;;
28/02/2011;3.3;4.9;4.1;;;;;;;;
01/03/2011;3.7;6.7;5.2;;;;;;;;
02/03/2011;2.1;7.4;4.8;;;;;;;;
03/03/2011;1.2;7.9;4.6;;;;;;;;
04/03/2011;-1.9;8.6;3.4;;;;;;;;
05/03/2011;0;6.5;3.3;;;;;;;;
06/03/2011;1.5;8.1;4.8;;;;;;;;
07/03/2011;-1.7;9.5;3.9;;;;;;;;
08/03/2011;-1.5;14.5;6.5;;;;;;;;
09/03/2011;3.9;9.9;6.9;;;;;;;;
10/03/2011;4.9;10.1;7.5;;;;;;;;
11/03/2011;7.7;11.1;9.4;;;;;;;;
12/03/2011;5.3;13.8;9.6;;;;;;;;
13/03/2011;7.8;12.1;10;;;;;;;;
14/03/2011;4.5;13.7;9.1;;;;;;;;
15/03/2011;8;19.7;13.9;;;;;;;;
16/03/2011;4.1;10;7.1;;;;;;;;
17/03/2011;5.3;6.9;6.1;;;;;;;;
18/03/2011;5.5;10.2;7.9;;;;;;;;
19/03/2011;4.4;9.8;7.1;;;;;;;;
20/03/2011;0;11.6;5.8;;;;;;;;
21/03/2011;-0.1;12;6;;;;;;;;
22/03/2011;-0.2;14.5;7.2;;;;;;;;
23/03/2011;2.5;16;9.3;;;;;;;;
24/03/2011;2.1;19.6;10.9;;;;;;;;
25/03/2011;4.1;10.6;7.4;;;;;;;;
26/03/2011;7.4;18.9;13.2;;;;;;;;
27/03/2011;9.4;18.7;14.1;;;;;;;;
28/03/2011;3.2;15.9;9.6;;;;;;;;
29/03/2011;5.2;17.5;11.4;;;;;;;;
30/03/2011;9.7;13.4;11.6;;;;;;;;
31/03/2011;10.3;14;12.2;;;;;;;;
01/04/2011;12.2;19.1;15.7;;;;;;;;
02/04/2011;11.4;19.2;15.3;;;;;;;;
03/04/2011;7.8;12.5;10.2;;;;;;;;
04/04/2011;7.7;12.7;10.2;;;;;;;;
05/04/2011;5.7;15.3;10.5;;;;;;;;
06/04/2011;6.7;23.8;15.3;;;;;;;;
07/04/2011;7.4;19;13.2;;;;;;;;
08/04/2011;6.6;16.9;11.8;;;;;;;;
09/04/2011;4.7;18.5;11.6;;;;;;;;
10/04/2011;5;21.3;13.2;;;;;;;;
11/04/2011;7.6;16.8;12.2;;;;;;;;
12/04/2011;7.2;11.7;9.5;;;;;;;;
13/04/2011;4;12.9;8.5;;;;;;;;
14/04/2011;5.7;12.9;9.3;;;;;;;;
15/04/2011;7.7;16.2;12;;;;;;;;
16/04/2011;7.9;16.8;12.4;;;;;;;;
17/04/2011;2.6;17.6;10.1;;;;;;;;
18/04/2011;4.7;21.6;13.2;;;;;;;;
19/04/2011;12.7;25.3;19;;;;;;;;
20/04/2011;9.4;25.7;17.6;;;;;;;;
21/04/2011;11.9;24.2;18.1;;;;;;;;
22/04/2011;11.8;25.3;18.6;;;;;;;;
23/04/2011;9.9;24.9;17.4;;;;;;;;
24/04/2011;9.1;20.2;14.7;;;;;;;;
25/04/2011;8.3;17.2;12.8;;;;;;;;
26/04/2011;9.3;14.8;12.1;;;;;;;;
27/04/2011;9.4;13.5;11.5;;;;;;;;
28/04/2011;8;10.8;9.4;;;;;;;;
29/04/2011;9.6;13.7;11.7;;;;;;;;
30/04/2011;9.1;20;14.6;;;;;;;;
01/05/2011;8;20.2;14.1;;;;;;;;
02/05/2011;11.4;17.8;14.6;;;;;;;;
03/05/2011;4.9;16.5;10.7;;;;;;;;
04/05/2011;2;17.7;9.9;;;;;;;;
05/05/2011;8.2;21.1;14.7;;;;;;;;
06/05/2011;12.1;24.5;18.3;;;;;;;;
07/05/2011;15.6;25.1;20.4;;;;;;;;
08/05/2011;14.4;23.5;19;;;;;;;;
09/05/2011;9.8;22.2;16;;;;;;;;
10/05/2011;10.8;19.5;15.2;;;;;;;;
11/05/2011;6.2;18.1;12.2;;;;;;;;
12/05/2011;8.4;16.8;12.6;;;;;;;;
13/05/2011;6.2;19.3;12.8;;;;;;;;
14/05/2011;7.5;16.4;12;;;;;;;;
15/05/2011;9.9;15.6;12.8;;;;;;;;
16/05/2011;9.5;18.1;13.8;;;;;;;;
17/05/2011;10.6;17.7;14.2;;;;;;;;
18/05/2011;8.2;19.7;14;;;;;;;;
19/05/2011;11.4;18.6;15;;;;;;;;
20/05/2011;8.4;17.7;13.1;;;;;;;;
21/05/2011;6.3;19.5;12.9;;;;;;;;
22/05/2011;9.9;17.8;13.9;;;;;;;;
23/05/2011;7.8;25.3;16.6;;;;;;;;
24/05/2011;8.8;16.6;12.7;;;;;;;;
25/05/2011;5.4;24;14.7;;;;;;;;
26/05/2011;11.1;16.9;14;;;;;;;;
27/05/2011;9.5;17.3;13.4;;;;;;;;
28/05/2011;6.7;17.8;12.3;;;;;;;;
29/05/2011;10.8;22.1;16.5;;;;;;;;
30/05/2011;8.5;23.9;16.2;;;;;;;;
31/05/2011;8.2;16.3;12.3;;;;;;;;
01/06/2011;6.8;18.3;12.6;;;;;;;;
02/06/2011;5.9;20.5;13.2;;;;;;;;
03/06/2011;11.4;22.2;16.8;;;;;;;;
04/06/2011;13.2;21.4;17.3;;;;;;;;
05/06/2011;13.9;16.6;15.3;;;;;;;;
06/06/2011;12.6;14.1;13.4;;;;;;;;
07/06/2011;11.5;19.2;15.4;;;;;;;;
08/06/2011;7.8;19.2;13.5;;;;;;;;
09/06/2011;7.7;18.6;13.2;;;;;;;;
10/06/2011;9.8;16.7;13.3;;;;;;;;
11/06/2011;8.5;17.2;12.9;;;;;;;;
12/06/2011;5.6;19.1;12.4;;;;;;;;
13/06/2011;12.2;22.9;17.6;;;;;;;;
14/06/2011;13;21.9;17.5;;;;;;;;
15/06/2011;14.1;22.7;18.4;;;;;;;;
16/06/2011;14;18.3;16.2;;;;;;;;
17/06/2011;9;17.8;13.4;;;;;;;;
18/06/2011;10.6;17.8;14.2;;;;;;;;
19/06/2011;11.6;18;14.8;;;;;;;;
20/06/2011;12.1;19.3;15.7;;;;;;;;
21/06/2011;15.3;23;19.2;;;;;;;;
22/06/2011;11.8;20.9;16.4;;;;;;;;
23/06/2011;10.3;18.7;14.5;;;;;;;;
24/06/2011;9.6;19.1;14.4;;;;;;;;
25/06/2011;12.5;22.6;17.6;;;;;;;;
26/06/2011;14.6;30.3;22.5;;;;;;;;
27/06/2011;20.2;34.2;27.2;;;;;;;;
28/06/2011;17.8;28;22.9;;;;;;;;
29/06/2011;14.6;19.8;17.2;;;;;;;;
30/06/2011;9.2;19.3;14.3;;;;;;;;
01/07/2011;9.5;19.8;14.7;;;;;;;;
02/07/2011;8.4;21.2;14.8;;;;;;;;
03/07/2011;8.6;22.2;15.4;;;;;;;;
04/07/2011;7.8;22.6;15.2;;;;;;;;
05/07/2011;10.8;29.4;20.1;;;;;;;;
06/07/2011;13;21.8;17.4;;;;;;;;
07/07/2011;12.2;22.6;17.4;;;;;;;;
08/07/2011;12.3;21.5;16.9;;;;;;;;
09/07/2011;12.5;21.6;17.1;;;;;;;;
10/07/2011;11.7;20;15.9;;;;;;;;
11/07/2011;9.6;22;15.8;;;;;;;;
12/07/2011;10.8;18.7;14.8;;;;;;;;
13/07/2011;14.1;18.1;16.1;;;;;;;;
14/07/2011;10.3;20.6;15.5;;;;;;;;
15/07/2011;10.8;24;17.4;;;;;;;;
16/07/2011;14.1;17.8;16;;;;;;;;
17/07/2011;11.3;17.7;14.5;;;;;;;;
18/07/2011;12.4;16.5;14.5;;;;;;;;
19/07/2011;11;19.3;15.2;;;;;;;;
20/07/2011;13.2;18;15.6;;;;;;;;
21/07/2011;13.3;18;15.7;;;;;;;;
22/07/2011;12.8;18.8;15.8;;;;;;;;
23/07/2011;11.5;17.3;14.4;;;;;;;;
24/07/2011;12;19.9;16;;;;;;;;
25/07/2011;14.9;20.9;17.9;;;;;;;;
26/07/2011;13.7;22.1;17.9;;;;;;;;
27/07/2011;12.8;19.3;16.1;;;;;;;;
28/07/2011;14.2;20.4;17.3;;;;;;;;
29/07/2011;10.5;22.5;16.5;;;;;;;;
30/07/2011;12.2;19.2;15.7;;;;;;;;
31/07/2011;8;25;16.5;;;;;;;;
01/08/2011;14.6;28.7;21.7;;;;;;;;
02/08/2011;14.5;27.2;20.9;;;;;;;;
03/08/2011;14.8;25.7;20.3;;;;;;;;
04/08/2011;13.4;21;17.2;;;;;;;;
05/08/2011;14.3;19.6;17;;;;;;;;
06/08/2011;13.8;18.9;16.4;;;;;;;;
07/08/2011;12;22.8;17.4;;;;;;;;
08/08/2011;10.5;19.4;15;;;;;;;;
09/08/2011;12.8;18.7;15.8;;;;;;;;
10/08/2011;10.9;22.7;16.8;;;;;;;;
11/08/2011;13.6;23;18.3;;;;;;;;
12/08/2011;15.4;19.9;17.7;;;;;;;;
13/08/2011;15.3;21.3;18.3;;;;;;;;
14/08/2011;14.5;19.6;17.1;;;;;;;;
15/08/2011;11.7;20.2;16;;;;;;;;
16/08/2011;13.7;24.3;19;;;;;;;;
17/08/2011;14.1;22.4;18.3;;;;;;;;
18/08/2011;14.8;25.1;20;;;;;;;;
19/08/2011;14.8;21.2;18;;;;;;;;
20/08/2011;9.4;27.1;18.3;;;;;;;;
21/08/2011;16.3;26;21.2;;;;;;;;
22/08/2011;14.6;19.5;17.1;;;;;;;;
23/08/2011;15.9;22.9;19.4;;;;;;;;
24/08/2011;15.3;21.1;18.2;;;;;;;;
25/08/2011;13.8;23.1;18.5;;;;;;;;
26/08/2011;14.4;19.4;16.9;;;;;;;;
27/08/2011;11.4;18.8;15.1;;;;;;;;
28/08/2011;12.2;19;15.6;;;;;;;;
29/08/2011;11;18.7;14.9;;;;;;;;
30/08/2011;10.1;18.1;14.1;;;;;;;;
31/08/2011;8.2;20.9;14.6;;;;;;;;
01/09/2011;12.5;25.9;19.2;;;;;;;;
02/09/2011;15.6;26.5;21.1;;;;;;;;
03/09/2011;15.2;25;20.1;;;;;;;;
04/09/2011;14.6;20.7;17.7;;;;;;;;
05/09/2011;12;19.2;15.6;;;;;;;;
06/09/2011;12.9;18.2;15.6;;;;;;;;
07/09/2011;12.4;18.2;15.3;;;;;;;;
08/09/2011;13.5;19.1;16.3;;;;;;;;
09/09/2011;17.4;24.1;20.8;;;;;;;;
10/09/2011;17.9;26.7;22.3;;;;;;;;
11/09/2011;15.3;19.7;17.5;;;;;;;;
12/09/2011;14.1;22.8;18.5;;;;;;;;
13/09/2011;13.7;20;16.9;;;;;;;;
14/09/2011;10.8;18.6;14.7;;;;;;;;
15/09/2011;9.6;22.6;16.1;;;;;;;;
16/09/2011;10.1;23.9;17;;;;;;;;
17/09/2011;12.4;17.1;14.8;;;;;;;;
18/09/2011;9.3;13.6;11.5;;;;;;;;
19/09/2011;10.9;19.1;15;;;;;;;;
20/09/2011;14.1;18.6;16.4;;;;;;;;
21/09/2011;14.2;19.6;16.9;;;;;;;;
22/09/2011;11.3;19.5;15.4;;;;;;;;
23/09/2011;9.6;21.4;15.5;;;;;;;;
24/09/2011;10.9;23;17;;;;;;;;
25/09/2011;12.4;25;18.7;;;;;;;;
26/09/2011;14.3;23.5;18.9;;;;;;;;
27/09/2011;11.9;25.8;18.9;;;;;;;;
28/09/2011;14.7;26.5;20.6;;;;;;;;
29/09/2011;15.8;27.5;21.7;;;;;;;;
30/09/2011;16.7;28.2;22.5;;;;;;;;
01/10/2011;13.7;30.4;22.1;;;;;;;;
02/10/2011;13.3;28.7;21;;;;;;;;
03/10/2011;12.9;27.2;20.1;;;;;;;;
04/10/2011;15.4;18.7;17.1;;;;;;;;
05/10/2011;14.8;18.7;16.8;;;;;;;;
06/10/2011;11.9;16.3;14.1;;;;;;;;
07/10/2011;9.7;15.5;12.6;;;;;;;;
08/10/2011;11.1;15.5;13.3;;;;;;;;
09/10/2011;13.3;17;15.2;;;;;;;;
10/10/2011;14.9;16.7;15.8;;;;;;;;
11/10/2011;14.1;16.4;15.3;;;;;;;;
12/10/2011;13.8;16.9;15.4;;;;;;;;
13/10/2011;14.4;18.9;16.7;;;;;;;;
14/10/2011;6.4;15.5;11;;;;;;;;
15/10/2011;1.9;16.8;9.4;;;;;;;;
16/10/2011;6.4;17.5;12;;;;;;;;
17/10/2011;10.6;17.9;14.3;;;;;;;;
18/10/2011;8.9;13.6;11.3;;;;;;;;
19/10/2011;7.7;13.6;10.7;;;;;;;;
20/10/2011;5.5;13.6;9.6;;;;;;;;
21/10/2011;6.9;14.4;10.7;;;;;;;;
22/10/2011;3.3;12.4;7.9;;;;;;;;
23/10/2011;7.7;17.8;12.8;;;;;;;;
24/10/2011;9.1;16.2;12.7;;;;;;;;
25/10/2011;10.1;16.4;13.3;;;;;;;;
26/10/2011;7.2;15.2;11.2;;;;;;;;
27/10/2011;10.2;13.7;12;;;;;;;;
28/10/2011;7.5;19.9;13.7;;;;;;;;
29/10/2011;9.9;17.3;13.6;;;;;;;;
30/10/2011;10.4;15.9;13.2;;;;;;;;
31/10/2011;12.1;17.3;14.7;;;;;;;;
01/11/2011;9.1;16;12.6;;;;;;;;
02/11/2011;7.3;16.9;12.1;;;;;;;;
03/11/2011;14.5;17.6;16.1;;;;;;;;
04/11/2011;11.2;15.3;13.3;;;;;;;;
05/11/2011;8.7;13.7;11.2;;;;;;;;
06/11/2011;11.8;12.7;12.3;;;;;;;;
07/11/2011;9.3;12.7;11;;;;;;;;
08/11/2011;8.5;10.7;9.6;;;;;;;;
09/11/2011;9.2;14.3;11.8;;;;;;;;
10/11/2011;8.7;14.1;11.4;;;;;;;;
11/11/2011;7.2;10.8;9;;;;;;;;
12/11/2011;8.6;15.7;12.2;;;;;;;;
13/11/2011;8.9;15.9;12.4;;;;;;;;
14/11/2011;6.7;11.6;9.2;;;;;;;;
15/11/2011;-0.3;5.8;2.8;;;;;;;;
16/11/2011;1.8;8.1;5;;;;;;;;
